
[MeshData]

UVêî : 14190

UVî‘çÜ0 : { 0.18783, 0.0302454 }
UVî‘çÜ6064 : { 0.91218, 0.0615896 }
UVî‘çÜ6065 : { 0.91655, 0.0568146 }
UVî‘çÜ6066 : { 0.832102, 0.0682238 }
UVî‘çÜ6067 : { 0.835495, 0.0621169 }
UVî‘çÜ6068 : { 0.830722, 0.066892 }
UVî‘çÜ6069 : { 0.835495, 0.0621169 }
UVî‘çÜ6070 : { 0.832102, 0.0682238 }
UVî‘çÜ6071 : { 0.836875, 0.0634488 }
UVî‘çÜ6072 : { 0.83376, 0.0697681 }
UVî‘çÜ6073 : { 0.836875, 0.0634488 }
UVî‘çÜ6074 : { 0.832102, 0.0682238 }
UVî‘çÜ6075 : { 0.836875, 0.0634488 }
UVî‘çÜ6076 : { 0.83376, 0.0697681 }
UVî‘çÜ6077 : { 0.838534, 0.0649955 }
UVî‘çÜ6078 : { 0.835532, 0.0713736 }
UVî‘çÜ6079 : { 0.838534, 0.0649955 }
UVî‘çÜ6080 : { 0.83376, 0.0697681 }
UVî‘çÜ6081 : { 0.838534, 0.0649955 }
UVî‘çÜ6082 : { 0.835532, 0.0713736 }
UVî‘çÜ6083 : { 0.840311, 0.0666078 }
UVî‘çÜ6084 : { 0.837247, 0.0728832 }
UVî‘çÜ6085 : { 0.840311, 0.0666078 }
UVî‘çÜ6086 : { 0.835532, 0.0713736 }
UVî‘çÜ6087 : { 0.840311, 0.0666078 }
UVî‘çÜ6088 : { 0.837247, 0.0728832 }
UVî‘çÜ6089 : { 0.842021, 0.0681106 }
UVî‘çÜ6090 : { 0.838735, 0.0741493 }
UVî‘çÜ6091 : { 0.843507, 0.0693744 }
UVî‘çÜ6092 : { 0.837247, 0.0728832 }
UVî‘çÜ6093 : { 0.842021, 0.0681106 }
UVî‘çÜ6094 : { 0.837247, 0.0728832 }
UVî‘çÜ6095 : { 0.843507, 0.0693744 }
UVî‘çÜ6096 : { 0.802598, 0.101732 }
UVî‘çÜ6097 : { 0.797825, 0.106102 }
UVî‘çÜ6098 : { 0.803714, 0.104683 }
UVî‘çÜ6099 : { 0.798941, 0.109053 }
UVî‘çÜ6100 : { 0.803714, 0.104683 }
UVî‘çÜ6101 : { 0.797825, 0.106102 }
UVî‘çÜ6102 : { 0.913547, 0.0701882 }
UVî‘çÜ6103 : { 0.909177, 0.0654134 }
UVî‘çÜ6104 : { 0.909918, 0.0697454 }
UVî‘çÜ6105 : { 0.905548, 0.0649703 }
UVî‘çÜ6106 : { 0.909918, 0.0697454 }
UVî‘çÜ6107 : { 0.909177, 0.0654134 }
UVî‘çÜ6108 : { 0.917499, 0.0701323 }
UVî‘çÜ6109 : { 0.913129, 0.0653573 }
UVî‘çÜ6110 : { 0.913547, 0.0701882 }
UVî‘çÜ6111 : { 0.909177, 0.0654134 }
UVî‘çÜ6112 : { 0.913547, 0.0701882 }
UVî‘çÜ6113 : { 0.913129, 0.0653573 }
UVî‘çÜ6114 : { 0.913129, 0.0653573 }
UVî‘çÜ6115 : { 0.917499, 0.0701323 }
UVî‘çÜ6116 : { 0.917018, 0.0648079 }
UVî‘çÜ6117 : { 0.917499, 0.0701323 }
UVî‘çÜ6118 : { 0.921388, 0.0695829 }
UVî‘çÜ6119 : { 0.917018, 0.0648079 }
UVî‘çÜ6120 : { 0.91068, 0.0601848 }
UVî‘çÜ6121 : { 0.917018, 0.0648079 }
UVî‘çÜ6122 : { 0.913991, 0.0592061 }
UVî‘çÜ6123 : { 0.917018, 0.0648079 }
UVî‘çÜ6124 : { 0.92043, 0.0638213 }
UVî‘çÜ6125 : { 0.913991, 0.0592061 }
UVî‘çÜ6126 : { 0.877589, 0.0657637 }
UVî‘çÜ6127 : { 0.872713, 0.0611581 }
UVî‘çÜ6128 : { 0.876212, 0.0670916 }
UVî‘çÜ6129 : { 0.871342, 0.0624763 }
UVî‘çÜ6130 : { 0.876212, 0.0670916 }
UVî‘çÜ6131 : { 0.872713, 0.0611581 }
UVî‘çÜ6132 : { 0.879243, 0.0642248 }
UVî‘çÜ6133 : { 0.874365, 0.0596229 }
UVî‘çÜ6134 : { 0.877589, 0.0657637 }
UVî‘çÜ6135 : { 0.872713, 0.0611581 }
UVî‘çÜ6136 : { 0.877589, 0.0657637 }
UVî‘çÜ6137 : { 0.874365, 0.0596229 }
UVî‘çÜ6138 : { 0.876136, 0.0580209 }
UVî‘çÜ6139 : { 0.879243, 0.0642248 }
UVî‘çÜ6140 : { 0.881016, 0.0626193 }
UVî‘çÜ6141 : { 0.879243, 0.0642248 }
UVî‘çÜ6142 : { 0.876136, 0.0580209 }
UVî‘çÜ6143 : { 0.874365, 0.0596229 }
UVî‘çÜ6144 : { 0.88273, 0.0611097 }
UVî‘çÜ6145 : { 0.877852, 0.0565076 }
UVî‘çÜ6146 : { 0.881016, 0.0626193 }
UVî‘çÜ6147 : { 0.881016, 0.0626193 }
UVî‘çÜ6148 : { 0.877852, 0.0565076 }
UVî‘çÜ6149 : { 0.876136, 0.0580209 }
UVî‘çÜ6150 : { 0.884221, 0.0598381 }
UVî‘çÜ6151 : { 0.877852, 0.0565076 }
UVî‘çÜ6152 : { 0.88273, 0.0611097 }
UVî‘çÜ6153 : { 0.877852, 0.0565076 }
UVî‘çÜ6154 : { 0.884221, 0.0598381 }
UVî‘çÜ6155 : { 0.879346, 0.0552325 }
UVî‘çÜ6156 : { 0.829812, 0.130085 }
UVî‘çÜ6157 : { 0.823817, 0.126422 }
UVî‘çÜ6158 : { 0.828687, 0.132861 }
UVî‘çÜ6159 : { 0.823817, 0.126422 }
UVî‘çÜ6160 : { 0.829812, 0.130085 }
UVî‘çÜ6161 : { 0.824936, 0.123521 }
UVî‘çÜ6162 : { 0.908106, 0.0510503 }
UVî‘çÜ6163 : { 0.905266, 0.0552202 }
UVî‘çÜ6164 : { 0.911603, 0.0505972 }
UVî‘çÜ6165 : { 0.905266, 0.0552202 }
UVî‘çÜ6166 : { 0.908106, 0.0510503 }
UVî‘çÜ6167 : { 0.901667, 0.0556656 }
UVî‘çÜ6168 : { 0.911603, 0.0505972 }
UVî‘çÜ6169 : { 0.909218, 0.0552762 }
UVî‘çÜ6170 : { 0.915471, 0.0506465 }
UVî‘çÜ6171 : { 0.909218, 0.0552762 }
UVî‘çÜ6172 : { 0.911603, 0.0505972 }
UVî‘çÜ6173 : { 0.905266, 0.0552202 }
UVî‘çÜ6174 : { 0.913106, 0.0558257 }
UVî‘çÜ6175 : { 0.915471, 0.0506465 }
UVî‘çÜ6176 : { 0.909218, 0.0552762 }
UVî‘çÜ6177 : { 0.915471, 0.0506465 }
UVî‘çÜ6178 : { 0.913106, 0.0558257 }
UVî‘çÜ6179 : { 0.919323, 0.0511932 }
UVî‘çÜ6180 : { 0.91655, 0.0568146 }
UVî‘çÜ6181 : { 0.919323, 0.0511932 }
UVî‘çÜ6182 : { 0.913106, 0.0558257 }
UVî‘çÜ6183 : { 0.919323, 0.0511932 }
UVî‘çÜ6184 : { 0.91655, 0.0568146 }
UVî‘çÜ6185 : { 0.922767, 0.0521823 }
UVî‘çÜ6186 : { 0.836875, 0.0634488 }
UVî‘çÜ6187 : { 0.840355, 0.0574846 }
UVî‘çÜ6188 : { 0.835495, 0.0621169 }
UVî‘çÜ6189 : { 0.840355, 0.0574846 }
UVî‘çÜ6190 : { 0.836875, 0.0634488 }
UVî‘çÜ6191 : { 0.841736, 0.0588192 }
UVî‘çÜ6192 : { 0.838534, 0.0649955 }
UVî‘çÜ6193 : { 0.841736, 0.0588192 }
UVî‘çÜ6194 : { 0.836875, 0.0634488 }
UVî‘çÜ6195 : { 0.841736, 0.0588192 }
UVî‘çÜ6196 : { 0.838534, 0.0649955 }
UVî‘çÜ6197 : { 0.843398, 0.06037 }
UVî‘çÜ6198 : { 0.840311, 0.0666078 }
UVî‘çÜ6199 : { 0.843398, 0.06037 }
UVî‘çÜ6200 : { 0.838534, 0.0649955 }
UVî‘çÜ6201 : { 0.843398, 0.06037 }
UVî‘çÜ6202 : { 0.840311, 0.0666078 }
UVî‘çÜ6203 : { 0.845174, 0.0619813 }
UVî‘çÜ6204 : { 0.842021, 0.0681106 }
UVî‘çÜ6205 : { 0.845174, 0.0619813 }
UVî‘çÜ6206 : { 0.840311, 0.0666078 }
UVî‘çÜ6207 : { 0.845174, 0.0619813 }
UVî‘çÜ6208 : { 0.842021, 0.0681106 }
UVî‘çÜ6209 : { 0.846885, 0.0634852 }
UVî‘çÜ6210 : { 0.843507, 0.0693744 }
UVî‘çÜ6211 : { 0.848369, 0.0647447 }
UVî‘çÜ6212 : { 0.842021, 0.0681106 }
UVî‘çÜ6213 : { 0.846885, 0.0634852 }
UVî‘çÜ6214 : { 0.842021, 0.0681106 }
UVî‘çÜ6215 : { 0.848369, 0.0647447 }
UVî‘çÜ6216 : { 0.797825, 0.106102 }
UVî‘çÜ6217 : { 0.792965, 0.112319 }
UVî‘çÜ6218 : { 0.798941, 0.109053 }
UVî‘çÜ6219 : { 0.79408, 0.115306 }
UVî‘çÜ6220 : { 0.798941, 0.109053 }
UVî‘çÜ6221 : { 0.792965, 0.112319 }
UVî‘çÜ6222 : { 0.909177, 0.0654134 }
UVî‘çÜ6223 : { 0.90296, 0.0607809 }
UVî‘çÜ6224 : { 0.905548, 0.0649703 }
UVî‘çÜ6225 : { 0.899331, 0.060338 }
UVî‘çÜ6226 : { 0.905548, 0.0649703 }
UVî‘çÜ6227 : { 0.90296, 0.0607809 }
UVî‘çÜ6228 : { 0.913129, 0.0653573 }
UVî‘çÜ6229 : { 0.906877, 0.0607278 }
UVî‘çÜ6230 : { 0.909177, 0.0654134 }
UVî‘çÜ6231 : { 0.90296, 0.0607809 }
UVî‘çÜ6232 : { 0.909177, 0.0654134 }
UVî‘çÜ6233 : { 0.906877, 0.0607278 }
UVî‘çÜ6234 : { 0.906877, 0.0607278 }
UVî‘çÜ6235 : { 0.913129, 0.0653573 }
UVî‘çÜ6236 : { 0.91068, 0.0601848 }
UVî‘çÜ6237 : { 0.913129, 0.0653573 }
UVî‘çÜ6238 : { 0.917018, 0.0648079 }
UVî‘çÜ6239 : { 0.91068, 0.0601848 }
UVî‘çÜ6240 : { 0.913991, 0.0592061 }
UVî‘çÜ6241 : { 0.905467, 0.0547518 }
UVî‘çÜ6242 : { 0.91068, 0.0601848 }
UVî‘çÜ6243 : { 0.902238, 0.0557243 }
UVî‘çÜ6244 : { 0.91068, 0.0601848 }
UVî‘çÜ6245 : { 0.905467, 0.0547518 }
UVî‘çÜ6246 : { 0.916478, 0.0578879 }
UVî‘çÜ6247 : { 0.907938, 0.0534348 }
UVî‘çÜ6248 : { 0.913991, 0.0592061 }
UVî‘çÜ6249 : { 0.905467, 0.0547518 }
UVî‘çÜ6250 : { 0.913991, 0.0592061 }
UVî‘çÜ6251 : { 0.907938, 0.0534348 }
UVî‘çÜ6252 : { 0.874365, 0.0596229 }
UVî‘çÜ6253 : { 0.869395, 0.0551715 }
UVî‘çÜ6254 : { 0.872713, 0.0611581 }
UVî‘çÜ6255 : { 0.867745, 0.056705 }
UVî‘çÜ6256 : { 0.872713, 0.0611581 }
UVî‘çÜ6257 : { 0.869395, 0.0551715 }
UVî‘çÜ6258 : { 0.871166, 0.0535699 }
UVî‘çÜ6259 : { 0.874365, 0.0596229 }
UVî‘çÜ6260 : { 0.876136, 0.0580209 }
UVî‘çÜ6261 : { 0.874365, 0.0596229 }
UVî‘çÜ6262 : { 0.871166, 0.0535699 }
UVî‘çÜ6263 : { 0.869395, 0.0551715 }
UVî‘çÜ6264 : { 0.877852, 0.0565076 }
UVî‘çÜ6265 : { 0.872882, 0.0520563 }
UVî‘çÜ6266 : { 0.876136, 0.0580209 }
UVî‘çÜ6267 : { 0.876136, 0.0580209 }
UVî‘çÜ6268 : { 0.872882, 0.0520563 }
UVî‘çÜ6269 : { 0.871166, 0.0535699 }
UVî‘çÜ6270 : { 0.879346, 0.0552325 }
UVî‘çÜ6271 : { 0.872882, 0.0520563 }
UVî‘çÜ6272 : { 0.877852, 0.0565076 }
UVî‘çÜ6273 : { 0.872882, 0.0520563 }
UVî‘çÜ6274 : { 0.879346, 0.0552325 }
UVî‘çÜ6275 : { 0.874377, 0.0507795 }
UVî‘çÜ6276 : { 0.828687, 0.132861 }
UVî‘çÜ6277 : { 0.834781, 0.138625 }
UVî‘çÜ6278 : { 0.829812, 0.130085 }
UVî‘çÜ6279 : { 0.834781, 0.138625 }
UVî‘çÜ6280 : { 0.828687, 0.132861 }
UVî‘çÜ6281 : { 0.833655, 0.141385 }
UVî‘çÜ6282 : { 0.833655, 0.141385 }
UVî‘çÜ6283 : { 0.828046, 0.136358 }
UVî‘çÜ6284 : { 0.83301, 0.1448 }
UVî‘çÜ6285 : { 0.828046, 0.136358 }
UVî‘çÜ6286 : { 0.833655, 0.141385 }
UVî‘çÜ6287 : { 0.828687, 0.132861 }
UVî‘çÜ6288 : { 0.920045, 0.0461366 }
UVî‘çÜ6289 : { 0.915471, 0.0506465 }
UVî‘çÜ6290 : { 0.923834, 0.0461799 }
UVî‘çÜ6291 : { 0.915471, 0.0506465 }
UVî‘çÜ6292 : { 0.920045, 0.0461366 }
UVî‘çÜ6293 : { 0.911603, 0.0505972 }
UVî‘çÜ6294 : { 0.919323, 0.0511932 }
UVî‘çÜ6295 : { 0.923834, 0.0461799 }
UVî‘çÜ6296 : { 0.915471, 0.0506465 }
UVî‘çÜ6297 : { 0.923834, 0.0461799 }
UVî‘çÜ6298 : { 0.919323, 0.0511932 }
UVî‘çÜ6299 : { 0.927626, 0.0467219 }
UVî‘çÜ6300 : { 0.922767, 0.0521823 }
UVî‘çÜ6301 : { 0.927626, 0.0467219 }
UVî‘çÜ6302 : { 0.919323, 0.0511932 }
UVî‘çÜ6303 : { 0.927626, 0.0467219 }
UVî‘çÜ6304 : { 0.922767, 0.0521823 }
UVî‘çÜ6305 : { 0.931033, 0.0477081 }
UVî‘çÜ6306 : { 0.925464, 0.0535168 }
UVî‘çÜ6307 : { 0.931033, 0.0477081 }
UVî‘çÜ6308 : { 0.922767, 0.0521823 }
UVî‘çÜ6309 : { 0.931033, 0.0477081 }
UVî‘çÜ6310 : { 0.925464, 0.0535168 }
UVî‘çÜ6311 : { 0.933694, 0.0490398 }
UVî‘çÜ6312 : { 0.843398, 0.06037 }
UVî‘çÜ6313 : { 0.846691, 0.0543423 }
UVî‘çÜ6314 : { 0.841736, 0.0588192 }
UVî‘çÜ6315 : { 0.846691, 0.0543423 }
UVî‘çÜ6316 : { 0.843398, 0.06037 }
UVî‘çÜ6317 : { 0.84835, 0.0558894 }
UVî‘çÜ6318 : { 0.845174, 0.0619813 }
UVî‘çÜ6319 : { 0.84835, 0.0558894 }
UVî‘çÜ6320 : { 0.843398, 0.06037 }
UVî‘çÜ6321 : { 0.84835, 0.0558894 }
UVî‘çÜ6322 : { 0.845174, 0.0619813 }
UVî‘çÜ6323 : { 0.850125, 0.0574999 }
UVî‘çÜ6324 : { 0.846885, 0.0634852 }
UVî‘çÜ6325 : { 0.850125, 0.0574999 }
UVî‘çÜ6326 : { 0.845174, 0.0619813 }
UVî‘çÜ6327 : { 0.850125, 0.0574999 }
UVî‘çÜ6328 : { 0.846885, 0.0634852 }
UVî‘çÜ6329 : { 0.851837, 0.0590046 }
UVî‘çÜ6330 : { 0.79408, 0.115306 }
UVî‘çÜ6331 : { 0.789126, 0.123536 }
UVî‘çÜ6332 : { 0.795564, 0.117375 }
UVî‘çÜ6333 : { 0.790612, 0.125557 }
UVî‘çÜ6334 : { 0.795564, 0.117375 }
UVî‘çÜ6335 : { 0.789126, 0.123536 }
UVî‘çÜ6336 : { 0.792965, 0.112319 }
UVî‘çÜ6337 : { 0.788009, 0.120585 }
UVî‘çÜ6338 : { 0.79408, 0.115306 }
UVî‘çÜ6339 : { 0.789126, 0.123536 }
UVî‘çÜ6340 : { 0.79408, 0.115306 }
UVî‘çÜ6341 : { 0.788009, 0.120585 }
UVî‘çÜ6342 : { 0.79233, 0.108689 }
UVî‘çÜ6343 : { 0.787372, 0.116992 }
UVî‘çÜ6344 : { 0.792965, 0.112319 }
UVî‘çÜ6345 : { 0.788009, 0.120585 }
UVî‘çÜ6346 : { 0.792965, 0.112319 }
UVî‘çÜ6347 : { 0.787372, 0.116992 }
UVî‘çÜ6348 : { 0.906877, 0.0607278 }
UVî‘çÜ6349 : { 0.898514, 0.056261 }
UVî‘çÜ6350 : { 0.90296, 0.0607809 }
UVî‘çÜ6351 : { 0.894657, 0.0563096 }
UVî‘çÜ6352 : { 0.90296, 0.0607809 }
UVî‘çÜ6353 : { 0.898514, 0.056261 }
UVî‘çÜ6354 : { 0.91068, 0.0601848 }
UVî‘çÜ6355 : { 0.902238, 0.0557243 }
UVî‘çÜ6356 : { 0.906877, 0.0607278 }
UVî‘çÜ6357 : { 0.898514, 0.056261 }
UVî‘çÜ6358 : { 0.906877, 0.0607278 }
UVî‘çÜ6359 : { 0.902238, 0.0557243 }
UVî‘çÜ6360 : { 0.905467, 0.0547518 }
UVî‘çÜ6361 : { 0.896748, 0.0503126 }
UVî‘çÜ6362 : { 0.902238, 0.0557243 }
UVî‘çÜ6363 : { 0.893451, 0.0512904 }
UVî‘çÜ6364 : { 0.902238, 0.0557243 }
UVî‘çÜ6365 : { 0.896748, 0.0503126 }
UVî‘çÜ6366 : { 0.907938, 0.0534348 }
UVî‘çÜ6367 : { 0.899281, 0.0489907 }
UVî‘çÜ6368 : { 0.905467, 0.0547518 }
UVî‘çÜ6369 : { 0.896748, 0.0503126 }
UVî‘çÜ6370 : { 0.905467, 0.0547518 }
UVî‘çÜ6371 : { 0.899281, 0.0489907 }
UVî‘çÜ6372 : { 0.869395, 0.0551715 }
UVî‘çÜ6373 : { 0.864424, 0.0507237 }
UVî‘çÜ6374 : { 0.867745, 0.056705 }
UVî‘çÜ6375 : { 0.86277, 0.0522611 }
UVî‘çÜ6376 : { 0.867745, 0.056705 }
UVî‘çÜ6377 : { 0.864424, 0.0507237 }
UVî‘çÜ6378 : { 0.866195, 0.0491205 }
UVî‘çÜ6379 : { 0.869395, 0.0551715 }
UVî‘çÜ6380 : { 0.871166, 0.0535699 }
UVî‘çÜ6381 : { 0.869395, 0.0551715 }
UVî‘çÜ6382 : { 0.866195, 0.0491205 }
UVî‘çÜ6383 : { 0.864424, 0.0507237 }
UVî‘çÜ6384 : { 0.872882, 0.0520563 }
UVî‘çÜ6385 : { 0.86791, 0.0476084 }
UVî‘çÜ6386 : { 0.871166, 0.0535699 }
UVî‘çÜ6387 : { 0.871166, 0.0535699 }
UVî‘çÜ6388 : { 0.86791, 0.0476084 }
UVî‘çÜ6389 : { 0.866195, 0.0491205 }
UVî‘çÜ6390 : { 0.874377, 0.0507795 }
UVî‘çÜ6391 : { 0.86791, 0.0476084 }
UVî‘çÜ6392 : { 0.872882, 0.0520563 }
UVî‘çÜ6393 : { 0.86791, 0.0476084 }
UVî‘çÜ6394 : { 0.874377, 0.0507795 }
UVî‘çÜ6395 : { 0.869403, 0.0463355 }
UVî‘çÜ6396 : { 0.833655, 0.141385 }
UVî‘çÜ6397 : { 0.839755, 0.147281 }
UVî‘çÜ6398 : { 0.834781, 0.138625 }
UVî‘çÜ6399 : { 0.839755, 0.147281 }
UVî‘çÜ6400 : { 0.833655, 0.141385 }
UVî‘çÜ6401 : { 0.838633, 0.150104 }
UVî‘çÜ6402 : { 0.838633, 0.150104 }
UVî‘çÜ6403 : { 0.83301, 0.1448 }
UVî‘çÜ6404 : { 0.837991, 0.153587 }
UVî‘çÜ6405 : { 0.83301, 0.1448 }
UVî‘çÜ6406 : { 0.838633, 0.150104 }
UVî‘çÜ6407 : { 0.833655, 0.141385 }
UVî‘çÜ6408 : { 0.928832, 0.0417027 }
UVî‘çÜ6409 : { 0.923834, 0.0461799 }
UVî‘çÜ6410 : { 0.932644, 0.0417477 }
UVî‘çÜ6411 : { 0.923834, 0.0461799 }
UVî‘çÜ6412 : { 0.928832, 0.0417027 }
UVî‘çÜ6413 : { 0.920045, 0.0461366 }
UVî‘çÜ6414 : { 0.927626, 0.0467219 }
UVî‘çÜ6415 : { 0.932644, 0.0417477 }
UVî‘çÜ6416 : { 0.923834, 0.0461799 }
UVî‘çÜ6417 : { 0.932644, 0.0417477 }
UVî‘çÜ6418 : { 0.927626, 0.0467219 }
UVî‘çÜ6419 : { 0.936427, 0.042289 }
UVî‘çÜ6420 : { 0.931033, 0.0477081 }
UVî‘çÜ6421 : { 0.936427, 0.042289 }
UVî‘çÜ6422 : { 0.927626, 0.0467219 }
UVî‘çÜ6423 : { 0.936427, 0.042289 }
UVî‘çÜ6424 : { 0.931033, 0.0477081 }
UVî‘çÜ6425 : { 0.93978, 0.0432711 }
UVî‘çÜ6426 : { 0.933694, 0.0490398 }
UVî‘çÜ6427 : { 0.93978, 0.0432711 }
UVî‘çÜ6428 : { 0.931033, 0.0477081 }
UVî‘çÜ6429 : { 0.93978, 0.0432711 }
UVî‘çÜ6430 : { 0.933694, 0.0490398 }
UVî‘çÜ6431 : { 0.942441, 0.0446028 }
UVî‘çÜ6432 : { 0.84835, 0.0558894 }
UVî‘çÜ6433 : { 0.851669, 0.0499052 }
UVî‘çÜ6434 : { 0.846691, 0.0543423 }
UVî‘çÜ6435 : { 0.851669, 0.0499052 }
UVî‘çÜ6436 : { 0.84835, 0.0558894 }
UVî‘çÜ6437 : { 0.853327, 0.0514495 }
UVî‘çÜ6438 : { 0.850125, 0.0574999 }
UVî‘çÜ6439 : { 0.855099, 0.053055 }
UVî‘çÜ6440 : { 0.84835, 0.0558894 }
UVî‘çÜ6441 : { 0.853327, 0.0514495 }
UVî‘çÜ6442 : { 0.84835, 0.0558894 }
UVî‘çÜ6443 : { 0.855099, 0.053055 }
UVî‘çÜ6444 : { 0.851837, 0.0590046 }
UVî‘çÜ6445 : { 0.855099, 0.053055 }
UVî‘çÜ6446 : { 0.850125, 0.0574999 }
UVî‘çÜ6447 : { 0.855099, 0.053055 }
UVî‘çÜ6448 : { 0.851837, 0.0590046 }
UVî‘çÜ6449 : { 0.856813, 0.0545647 }
UVî‘çÜ6450 : { 0.789126, 0.123536 }
UVî‘çÜ6451 : { 0.784147, 0.132283 }
UVî‘çÜ6452 : { 0.790612, 0.125557 }
UVî‘çÜ6453 : { 0.785635, 0.134267 }
UVî‘çÜ6454 : { 0.790612, 0.125557 }
UVî‘çÜ6455 : { 0.784147, 0.132283 }
UVî‘çÜ6456 : { 0.788009, 0.120585 }
UVî‘çÜ6457 : { 0.783031, 0.129331 }
UVî‘çÜ6458 : { 0.789126, 0.123536 }
UVî‘çÜ6459 : { 0.784147, 0.132283 }
UVî‘çÜ6460 : { 0.789126, 0.123536 }
UVî‘çÜ6461 : { 0.783031, 0.129331 }
UVî‘çÜ6462 : { 0.787372, 0.116992 }
UVî‘çÜ6463 : { 0.782391, 0.125793 }
UVî‘çÜ6464 : { 0.788009, 0.120585 }
UVî‘çÜ6465 : { 0.783031, 0.129331 }
UVî‘çÜ6466 : { 0.788009, 0.120585 }
UVî‘çÜ6467 : { 0.782391, 0.125793 }
UVî‘çÜ6468 : { 0.898514, 0.056261 }
UVî‘çÜ6469 : { 0.889703, 0.0518289 }
UVî‘çÜ6470 : { 0.894657, 0.0563096 }
UVî‘çÜ6471 : { 0.885857, 0.0518767 }
UVî‘çÜ6472 : { 0.894657, 0.0563096 }
UVî‘çÜ6473 : { 0.889703, 0.0518289 }
UVî‘çÜ6474 : { 0.902238, 0.0557243 }
UVî‘çÜ6475 : { 0.893451, 0.0512904 }
UVî‘çÜ6476 : { 0.898514, 0.056261 }
UVî‘çÜ6477 : { 0.889703, 0.0518289 }
UVî‘çÜ6478 : { 0.898514, 0.056261 }
UVî‘çÜ6479 : { 0.893451, 0.0512904 }
UVî‘çÜ6480 : { 0.896748, 0.0503126 }
UVî‘çÜ6481 : { 0.889554, 0.0457557 }
UVî‘çÜ6482 : { 0.893451, 0.0512904 }
UVî‘çÜ6483 : { 0.88611, 0.0467447 }
UVî‘çÜ6484 : { 0.893451, 0.0512904 }
UVî‘çÜ6485 : { 0.889554, 0.0457557 }
UVî‘çÜ6486 : { 0.86277, 0.0522611 }
UVî‘çÜ6487 : { 0.857871, 0.0476941 }
UVî‘çÜ6488 : { 0.861396, 0.0535829 }
UVî‘çÜ6489 : { 0.856491, 0.0490261 }
UVî‘çÜ6490 : { 0.861396, 0.0535829 }
UVî‘çÜ6491 : { 0.857871, 0.0476941 }
UVî‘çÜ6492 : { 0.864424, 0.0507237 }
UVî‘çÜ6493 : { 0.859528, 0.0461499 }
UVî‘çÜ6494 : { 0.86277, 0.0522611 }
UVî‘çÜ6495 : { 0.857871, 0.0476941 }
UVî‘çÜ6496 : { 0.86277, 0.0522611 }
UVî‘çÜ6497 : { 0.859528, 0.0461499 }
UVî‘çÜ6498 : { 0.861301, 0.0445444 }
UVî‘çÜ6499 : { 0.864424, 0.0507237 }
UVî‘çÜ6500 : { 0.866195, 0.0491205 }
UVî‘çÜ6501 : { 0.864424, 0.0507237 }
UVî‘çÜ6502 : { 0.861301, 0.0445444 }
UVî‘çÜ6503 : { 0.859528, 0.0461499 }
UVî‘çÜ6504 : { 0.86791, 0.0476084 }
UVî‘çÜ6505 : { 0.863015, 0.0430347 }
UVî‘çÜ6506 : { 0.866195, 0.0491205 }
UVî‘çÜ6507 : { 0.866195, 0.0491205 }
UVî‘çÜ6508 : { 0.863015, 0.0430347 }
UVî‘çÜ6509 : { 0.861301, 0.0445444 }
UVî‘çÜ6510 : { 0.869403, 0.0463355 }
UVî‘çÜ6511 : { 0.863015, 0.0430347 }
UVî‘çÜ6512 : { 0.86791, 0.0476084 }
UVî‘çÜ6513 : { 0.863015, 0.0430347 }
UVî‘çÜ6514 : { 0.869403, 0.0463355 }
UVî‘çÜ6515 : { 0.864503, 0.0417687 }
UVî‘çÜ6516 : { 0.838633, 0.150104 }
UVî‘çÜ6517 : { 0.844655, 0.154347 }
UVî‘çÜ6518 : { 0.839755, 0.147281 }
UVî‘çÜ6519 : { 0.844655, 0.154347 }
UVî‘çÜ6520 : { 0.838633, 0.150104 }
UVî‘çÜ6521 : { 0.843538, 0.157299 }
UVî‘çÜ6522 : { 0.843538, 0.157299 }
UVî‘çÜ6523 : { 0.837991, 0.153587 }
UVî‘çÜ6524 : { 0.842903, 0.160928 }
UVî‘çÜ6525 : { 0.837991, 0.153587 }
UVî‘çÜ6526 : { 0.843538, 0.157299 }
UVî‘çÜ6527 : { 0.838633, 0.150104 }
UVî‘çÜ6528 : { 0.936173, 0.037157 }
UVî‘çÜ6529 : { 0.932644, 0.0417477 }
UVî‘çÜ6530 : { 0.940125, 0.037213 }
UVî‘çÜ6531 : { 0.932644, 0.0417477 }
UVî‘çÜ6532 : { 0.936173, 0.037157 }
UVî‘çÜ6533 : { 0.928832, 0.0417027 }
UVî‘çÜ6534 : { 0.936427, 0.042289 }
UVî‘çÜ6535 : { 0.940125, 0.037213 }
UVî‘çÜ6536 : { 0.932644, 0.0417477 }
UVî‘çÜ6537 : { 0.940125, 0.037213 }
UVî‘çÜ6538 : { 0.936427, 0.042289 }
UVî‘çÜ6539 : { 0.944014, 0.0377625 }
UVî‘çÜ6540 : { 0.93978, 0.0432711 }
UVî‘çÜ6541 : { 0.944014, 0.0377625 }
UVî‘çÜ6542 : { 0.936427, 0.042289 }
UVî‘çÜ6543 : { 0.944014, 0.0377625 }
UVî‘çÜ6544 : { 0.93978, 0.0432711 }
UVî‘çÜ6545 : { 0.947399, 0.0387469 }
UVî‘çÜ6546 : { 0.942441, 0.0446028 }
UVî‘çÜ6547 : { 0.947399, 0.0387469 }
UVî‘çÜ6548 : { 0.93978, 0.0432711 }
